230,GOOGL,https://iili.io/FfzTWF.png
231,AXP,https://iili.io/Ffzuig.png
232,BABA,https://iili.io/FfzRfa.png
233,AMZN,https://iili.io/Ffz50J.png
234,ARCO,https://iili.io/Ffz7Uv.png
235,AMX,https://iili.io/FfzaJR.png
236,AMGN,https://iili.io/FfzcRp.png
237,AMD,https://iili.io/FfzlON.png
238,AMAT,https://iili.io/Ffz0bI.png
239,AIG,https://iili.io/FfzExt.png
240,AEM,https://iili.io/FfzGWX.png
241,AEG,https://iili.io/FfzMsn.png
242,ADI,https://iili.io/FfzWfs.png
243,ADBE,https://iili.io/FfzX0G.png
244,ADP,https://iili.io/Ffzhgf.png
245,ACH,https://iili.io/FfzwJ4.png
246,ANF,https://iili.io/FfzN5l.png
247,ABEV,https://iili.io/FfzOe2.png
248,AAPL,https://iili.io/FfzebS.png
249,ABT,https://iili.io/Ffzvz7.png
250,AABA,https://iili.io/Ffz8X9.png
251,MMM,https://iili.io/FfzSse.png
252,BRFS,https://iili.io/Ffzgqu.png
253,ADGO,https://iili.io/Ffzr0b.png
254,YPFD,https://iili.io/FfBYBf.png
255,ORCL ,https://iili.io/fcFtmQ.webp
256,DD,https://iili.io/fcFedG.png
257,GS,https://iili.io/fcFYqF.png
,ABBV,https://iili.io/BIrP0x.png
,AGN,https://iili.io/BIriUQ.png
,SAN,https://iili.io/BI42Jp.png
,BA.C,https://iili.io/BI4JgR.png
,BRKB,https://iili.io/BI435N.png
,BIOX,https://iili.io/BI4OBa.gif
,AVGO,https://iili.io/BI4VkB.png
,BT,https://iili.io/BI4WmP.png
,KOFM,https://iili.io/Buq3ZP.png
,CAAP,https://iili.io/BuqfMF.png
,CTRP,https://iili.io/BuqKn1.jpg
,DOCU,https://iili.io/Buqq6g.png
,ERJ,https://iili.io/BuqutI.png
,EFX,https://iili.io/BuqTwN.png
,ETSY,https://iili.io/BuqIup.jpg
,GPRK,
,HAL,
,INTC,
,MA,
,MUFG,
,ORCL,
,PAAS,
,PSX,
,SHOP,
,SNAP,
,SNOW,
,SONY,
,SPOT,
,SQ,
,SUZ,
,TGT,
,RCTB4,
,TIIAY,
,VIV,
,DISN,
,TMO,
,TSU,
,MH6A,
,TRIP,
,TWTR,
,UGP,
,UL,
,UNP,
,UNH,
,VRSN,
,WBA,
,WBO,
,XROX,
,YELP,
,ZM,
